seconds_elapsed,rms,spectral_centroid,zcr,activity,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5
182,0.06309903,1948.655059751283,0.029042345412234043,play_basketball_with_kid,-234.23662,181.74677,-26.156738,46.24377,-13.471797
183,0.0865522,1932.2412096511714,0.027577501662234043,play_basketball_with_kid,-209.3958,175.79303,-19.601797,35.71526,-6.206165
184,0.085323595,1878.7528030325618,0.028408618683510637,play_basketball_with_kid,-214.6604,179.45198,-16.391424,32.10129,-9.732671
185,0.08377548,1944.4222633120105,0.02880339926861702,play_basketball_with_kid,-213.10684,180.86299,-33.10934,37.941574,-6.278742
186,0.06620901,1652.5766252637736,0.02868912067819149,play_basketball_with_kid,-248.56024,196.71385,-25.16902,28.575108,-9.29167
187,0.06939085,1740.175225581603,0.03117208277925532,play_basketball_with_kid,-234.1008,194.73845,-25.653978,36.2403,-10.518267
188,0.09167547,2109.745689759826,0.02855925864361702,play_basketball_with_kid,-203.57527,168.26094,-28.518274,41.32351,-5.044831
189,0.18204297,1683.8024619684822,0.0352289727393617,play_basketball_with_kid,-196.36005,183.89977,-26.807238,11.790982,-7.8594337
190,0.073591255,1957.814338238682,0.024647814162234043,play_basketball_with_kid,-234.07272,172.51659,-29.258833,41.157757,-8.437791
191,0.19039322,1789.4787111661956,0.03261095412234043,play_basketball_with_kid,-211.66519,171.91724,-20.967983,13.628376,-4.0892024
192,0.17376556,1628.0224410439955,0.035680892619680854,play_basketball_with_kid,-204.99696,182.75343,-23.037184,3.9335408,-6.9614096
193,0.06937143,1939.0252244813744,0.03453810671542553,play_basketball_with_kid,-243.83018,164.10208,-17.609932,12.946666,-2.1869664
194,0.050189916,1899.247807289852,0.03195125498670213,play_basketball_with_kid,-253.25113,181.45032,-28.525434,29.185875,-4.574121
195,0.073412105,1690.724698224257,0.02379072473404255,play_basketball_with_kid,-235.35266,186.79912,-16.230762,34.660404,-7.0760207
196,0.07708401,2057.6200305003094,0.033540766289893616,play_basketball_with_kid,-211.53539,181.98064,-33.464554,45.215218,-15.300799
197,0.05595478,1731.557624025568,0.02794630984042553,play_basketball_with_kid,-250.41435,190.04044,-21.369518,33.595135,-11.009458
198,0.083863124,2046.869579205974,0.028756648936170214,play_basketball_with_kid,-214.45882,173.84814,-20.371916,38.47779,-11.692626
199,0.21623291,2610.7712618508676,0.04728536402925532,play_basketball_with_kid,-106.67225,162.4439,-28.437944,49.265377,-18.854715
200,0.15366833,2118.5539886884444,0.02966568317819149,play_basketball_with_kid,-174.12169,166.05637,-19.984804,37.706505,-15.279788
201,0.08348587,2096.8465317390487,0.028616397938829786,play_basketball_with_kid,-235.04083,159.75035,-21.155638,32.406967,-2.1584601
202,0.08508417,1947.542337091525,0.03634578623670213,play_basketball_with_kid,-266.05646,167.08847,-21.738955,21.101795,-9.689224
203,0.06460606,1963.849628222945,0.037073013630319146,play_basketball_with_kid,-262.22168,175.14665,-28.3374,19.83973,-9.3648615
204,0.084273376,2077.373999967482,0.02930206948138298,play_basketball_with_kid,-226.5647,165.30518,-22.369099,38.008327,-3.4998195
205,0.043100975,2077.2554925687245,0.042875249335106384,play_basketball_with_kid,-275.2136,184.95418,-44.36973,29.183233,-13.364043
206,0.10300712,1805.4553879984992,0.03843396775265957,play_basketball_with_kid,-225.88516,184.94273,-25.752104,5.5415277,-12.202616
207,0.096286066,1755.4802344973066,0.03055393949468085,play_basketball_with_kid,-224.04192,190.18513,-26.38353,25.004198,-16.645094
208,0.07823733,1957.1799082153636,0.027764502992021278,play_basketball_with_kid,-230.71727,174.3492,-21.22544,34.522198,-9.393001
209,0.0854522,1942.704947191655,0.025925656582446808,play_basketball_with_kid,-225.99736,169.34496,-18.121313,36.463364,-6.9587255
210,0.16178408,2533.0193088746414,0.0400650349069149,play_basketball_with_kid,-143.28761,154.855,-36.303684,50.617344,-11.986454
211,0.16816097,2693.0332637102097,0.0507085272606383,play_basketball_with_kid,-134.45454,162.13904,-37.387356,56.8346,-24.167295
212,0.1540982,2056.150268373891,0.03076171875,play_basketball_with_kid,-179.08652,166.26294,-11.066463,39.65174,-8.694658
213,0.09057538,2030.0481596904804,0.024014087433510637,play_basketball_with_kid,-245.82773,155.1268,-10.602117,37.72781,-3.1668782
214,0.054449443,2041.1746841271602,0.030735746343085107,play_basketball_with_kid,-285.49484,154.96217,-20.355637,33.475883,0.82504094
215,0.037949946,2031.310170254046,0.024569896941489363,play_basketball_with_kid,-314.39078,149.14244,-13.0324,25.65651,9.273142
216,0.04069816,1985.791400542279,0.02405564328457447,play_basketball_with_kid,-309.78897,160.99161,-22.755585,34.803814,-0.16752942
217,0.045040652,2015.9616413914766,0.0262944647606383,play_basketball_with_kid,-288.20108,159.82228,-17.600014,31.478632,0.24508886
218,0.041600868,2197.5941709581653,0.03147855718085106,play_basketball_with_kid,-278.76486,159.29077,-23.468102,35.08919,-4.828754
219,0.055914037,2144.99672589693,0.030730551861702128,play_basketball_with_kid,-249.24701,168.2811,-31.60015,38.002735,-7.764941
220,0.060943995,2149.8015622558855,0.031629197140957445,play_basketball_with_kid,-241.38228,167.69878,-30.180834,38.231747,-9.551586
221,0.053638164,2082.030378396053,0.03160841921542553,play_basketball_with_kid,-251.19337,169.88515,-29.937874,33.132607,-6.587571
222,0.14208744,1744.4792950752392,0.03683406748670213,play_basketball_with_kid,-215.5495,192.89012,-35.559826,8.807966,3.5798323
223,0.1316326,1671.769313971059,0.032678482380319146,play_basketball_with_kid,-202.98459,199.41446,-35.305878,12.720456,-1.1761246
224,0.10494064,2157.576376399019,0.03734832114361702,play_basketball_with_kid,-183.89958,170.8547,-30.200811,33.448444,-10.24477
225,0.214409,1498.8099204375637,0.03287587267287234,play_basketball_with_kid,-175.67072,206.80086,-26.786112,10.063639,-18.00152
226,0.065990366,1728.6008194453204,0.02855925864361702,play_basketball_with_kid,-254.2315,189.2844,-26.934834,26.253757,-8.63041
227,0.081682004,2117.386233944917,0.0370834025930851,play_basketball_with_kid,-207.79665,167.0218,-26.287495,24.75002,-5.206303
228,0.07856866,1913.6693278266891,0.040335147938829786,play_basketball_with_kid,-232.45238,187.2036,-30.94767,19.706888,-15.537886
229,0.07678758,1930.7308442439569,0.03784699135638298,play_basketball_with_kid,-238.60977,177.52315,-26.89433,14.712448,0.49204475
230,0.16723542,2745.3022002728467,0.057809383311170214,play_basketball_with_kid,-135.9142,161.57202,-39.681995,46.7116,-21.587732
231,0.22710945,2085.975716440158,0.028876122007978722,play_basketball_with_kid,-133.83511,169.83397,-13.267205,43.850197,-14.002018
232,0.102663636,2145.2167926660823,0.028013838098404256,play_basketball_with_kid,-226.1621,156.4911,-20.984894,43.707127,-1.0969076
233,0.061296377,2124.653187377928,0.02957737699468085,play_basketball_with_kid,-294.24146,148.2005,-10.347926,25.772957,3.8967884
234,0.018743342,2174.582103827372,0.0357432263962766,play_basketball_with_kid,-346.64362,174.96867,-43.916443,39.07441,-11.1964
235,0.056897987,2242.7780394890974,0.03170711436170213,play_basketball_with_kid,-259.33804,152.34146,-24.740192,35.86684,-0.10505435
236,0.06130554,2096.347449251225,0.031224027593085107,play_basketball_with_kid,-245.46906,170.20403,-28.114338,37.59998,-10.078649
237,0.075018674,2221.275206498388,0.031946060505319146,play_basketball_with_kid,-225.8757,166.09023,-30.56777,39.517193,-10.766974
238,0.09443199,2350.291258881577,0.037665184507978726,play_basketball_with_kid,-192.32674,165.83113,-35.255657,36.777557,-12.586782
239,0.15062971,1869.6150852526719,0.0359146442819149,play_basketball_with_kid,-186.64882,181.8602,-24.185698,3.9376302,-12.629919
240,0.07101098,2162.299210655563,0.03709898603723404,play_basketball_with_kid,-224.09023,172.24278,-37.310528,28.630436,-14.585784
241,0.07281844,2041.1849552635106,0.03173308676861702,play_basketball_with_kid,-224.68703,177.02315,-35.353294,38.263824,-7.8261104
242,0.055015914,2279.107824171812,0.0440440076462766,play_basketball_with_kid,-231.11436,157.82156,-29.736355,23.414345,3.164411
243,0.11661181,2406.7569980340572,0.046121800199468085,play_basketball_with_kid,-179.5015,162.06754,-37.06291,34.026283,-2.8665414
244,0.26470888,2444.622485757954,0.03943130817819149,play_basketball_with_kid,-92.05715,162.31061,-22.523888,44.941013,-18.749395
245,0.12690297,2175.6350531697926,0.03202917220744681,play_basketball_with_kid,-182.02213,162.90799,-18.60676,38.336266,-9.239698
246,0.0959892,1951.1497227203654,0.0326421210106383,play_basketball_with_kid,-233.75356,159.24474,-15.655744,32.212967,1.6630675
247,0.1015562,1923.5726499038353,0.025380236037234043,play_basketball_with_kid,-236.04504,159.09218,-9.128694,33.94184,-3.4836974
248,0.10738887,2040.076418110386,0.03529650099734043,play_basketball_with_kid,-226.45302,171.49628,-14.278407,25.570131,-16.84525
249,0.04006156,2081.2652786130325,0.028226811835106384,play_basketball_with_kid,-297.03232,158.51509,-19.307285,32.61092,-2.0291593
250,0.04876131,2015.6906299520567,0.029276097074468085,play_basketball_with_kid,-283.8253,165.23529,-27.279678,37.180767,0.77081484
251,0.051546473,1968.2888620822057,0.03336415392287234,play_basketball_with_kid,-261.75934,175.82272,-33.817738,31.433983,-5.692873
252,0.059316106,2061.6719421773037,0.029192985372340427,play_basketball_with_kid,-254.40596,169.9284,-29.95133,37.780506,-6.0936527
253,0.06869481,2292.4324961018656,0.03410177027925532,play_basketball_with_kid,-222.85594,169.12085,-40.18975,41.499084,-14.857539
254,0.058351982,2249.6195856530217,0.04008581283244681,play_basketball_with_kid,-234.01228,165.15994,-33.713074,27.815071,-6.5164747
255,0.07010812,2111.737296144843,0.03475108045212766,play_basketball_with_kid,-246.00803,165.4073,-26.224392,24.785688,-0.4712026
256,0.073688805,2055.3589559875754,0.03740026595744681,play_basketball_with_kid,-223.23201,173.76826,-35.66067,30.367064,-2.1621733
257,0.1751019,2306.658192579492,0.03589906083776596,play_basketball_with_kid,-142.38979,165.7785,-29.849453,47.26739,-10.060869
258,0.16160695,2688.672538822757,0.0463139960106383,play_basketball_with_kid,-137.11427,151.57367,-29.696815,48.158566,-17.89854
259,0.14740472,2282.17428919249,0.03510949966755319,play_basketball_with_kid,-166.65007,161.18552,-21.459425,39.23336,-11.907093
260,0.066684365,2323.9713083073807,0.03334337599734043,play_basketball_with_kid,-251.76405,156.99603,-24.089542,44.603855,-7.7977257
261,0.047822505,2317.846773148374,0.033379737367021274,play_basketball_with_kid,-311.3799,143.04683,-17.329014,33.198074,3.2154589
262,0.041140765,2145.33881691656,0.028517702792553192,play_basketball_with_kid,-315.9316,146.42072,-23.269403,31.538439,8.054758
263,0.11233781,1834.2049975718999,0.031109749002659573,play_basketball_with_kid,-247.07697,166.33604,-22.495684,17.51207,-1.1909562
264,0.1599567,1705.7441069184076,0.041296126994680854,play_basketball_with_kid,-215.65707,184.45564,-39.152477,-4.957281,-9.931044
265,0.05026551,2016.9923448084162,0.02869950964095745,play_basketball_with_kid,-281.10675,167.49777,-27.34514,30.20232,-7.746619
266,0.115605615,1712.6932135893232,0.02892287234042553,play_basketball_with_kid,-238.39041,175.06055,-12.731495,18.213352,-6.3890166
267,0.119005784,1575.8096441668793,0.030377327127659573,play_basketball_with_kid,-222.23804,191.4876,-31.141602,17.352856,-1.6032803
268,0.11280955,1770.9660198003205,0.0362055352393617,play_basketball_with_kid,-221.13329,180.8279,-31.82523,16.897448,4.982031
269,0.12894896,1985.7347915766868,0.03962869847074468,play_basketball_with_kid,-205.26791,179.95271,-32.85719,23.315186,-5.107217
270,0.070374824,2113.514807056932,0.03189411569148936,play_basketball_with_kid,-225.45404,172.86613,-31.877789,38.195374,-5.0810614
271,0.040472288,2236.123993254439,0.038106715425531915,play_basketball_with_kid,-266.35953,164.20024,-31.09712,31.524014,-0.68938804
272,0.11657947,2237.2315800202027,0.03848591256648936,play_basketball_with_kid,-185.51555,170.39848,-23.48441,33.10784,-13.307195
273,0.044971842,2300.4601829931494,0.03555622506648936,play_basketball_with_kid,-276.55576,156.51897,-26.28976,33.411633,-3.1017206
274,0.10196938,2432.9877837288022,0.038522273936170214,play_basketball_with_kid,-191.10194,157.45212,-29.826464,52.04353,-6.586011
275,0.08658625,1921.6565791638036,0.023182970412234043,play_basketball_with_kid,-230.71906,164.91977,-18.340948,42.013805,0.88994056
276,0.14243369,2234.9892447978236,0.030013713430851064,play_basketball_with_kid,-177.52446,161.19048,-20.25854,51.435528,-9.05576
277,0.05143401,2467.0739141267177,0.040418259640957445,play_basketball_with_kid,-280.4781,144.91908,-15.444914,23.740664,4.556976
278,0.0641902,1784.6202337372363,0.030668218085106384,play_basketball_with_kid,-271.0311,176.65273,-20.59498,24.881582,-4.8467183
279,0.060645454,2134.0745346594254,0.03307326296542553,play_basketball_with_kid,-256.86182,159.65605,-26.877615,35.923996,6.04687
280,0.07947001,1944.9217682954923,0.030413688497340427,play_basketball_with_kid,-223.06805,171.2241,-22.452126,33.117184,-0.16532269
281,0.05985591,2042.594275563567,0.02650224401595745,play_basketball_with_kid,-255.30835,169.76697,-28.813828,44.43125,-7.734652
282,0.0640286,2190.9575728989616,0.03381087932180851,play_basketball_with_kid,-238.81165,161.38937,-25.62632,37.33154,1.1089057
283,0.112314455,1796.5461075066578,0.035291306515957445,play_basketball_with_kid,-236.7993,182.85123,-22.431067,21.603273,-2.7881248
284,0.14396793,1606.0210772946482,0.03751973902925532,play_basketball_with_kid,-219.13834,198.59676,-25.871044,13.114267,-8.563701
285,0.054302063,1977.1195203462808,0.03762882313829787,play_basketball_with_kid,-251.02156,175.06317,-28.721888,26.431684,3.1790454
286,0.13444543,1990.7982322850344,0.03143700132978723,play_basketball_with_kid,-188.0204,173.02264,-24.158411,38.66577,-6.242945
287,0.1604583,1736.0145680217215,0.029083901263297872,play_basketball_with_kid,-176.51706,187.74174,-23.254974,32.66031,-12.718424
288,0.090378374,2398.259650900667,0.04191427027925532,play_basketball_with_kid,-197.09087,161.4975,-34.903942,36.230774,-8.544911
289,0.1059744,2353.135187641755,0.040792262300531915,play_basketball_with_kid,-200.84848,162.97815,-34.26281,46.063652,-11.343739
290,0.07157758,2336.8962873591095,0.0335927111037234,play_basketball_with_kid,-228.43527,152.45897,-22.969856,42.083214,-4.6225376
291,0.14926471,2207.230398255443,0.04054292719414894,play_basketball_with_kid,-161.84482,175.15451,-44.558018,33.30338,-16.783276
292,0.15907744,1897.3451323704862,0.02575423869680851,play_basketball_with_kid,-178.6173,174.29567,-15.445884,43.526825,-9.53839
293,0.0913955,1945.2811667045653,0.021011677194148936,play_basketball_with_kid,-243.38113,154.98038,-6.0189176,29.593084,2.82829
294,0.05975085,1777.719507966626,0.01973902925531915,play_basketball_with_kid,-301.51196,159.59937,-7.992372,31.601357,6.420666
295,0.045744423,2230.8041054746373,0.030657829122340427,play_basketball_with_kid,-291.4639,156.10255,-19.339237,38.77739,-5.1839037
296,0.057614878,2222.54927353611,0.03245511968085106,play_basketball_with_kid,-275.9062,146.8516,-16.345945,29.792467,4.2525296
297,0.099568255,2002.6345070325588,0.025665932513297872,play_basketball_with_kid,-218.9646,162.16591,-20.905928,33.336285,-2.8630378
298,0.086222984,2057.9520933170766,0.020248088430851064,play_basketball_with_kid,-246.21817,153.95718,-16.859442,41.031307,-1.198536
299,0.09863158,2031.7542872529361,0.023182970412234043,play_basketball_with_kid,-227.39383,154.27936,-16.345522,38.62799,0.5224564
300,0.09126322,1974.8140449252369,0.02392058676861702,play_basketball_with_kid,-243.89383,149.94118,-9.361331,31.469025,7.2763977
301,0.019565443,2226.1123600624546,0.035951005651595744,play_basketball_with_kid,-347.4221,166.31223,-35.839497,32.8161,-5.569889
302,0.018912857,2461.6253360492515,0.03800802027925532,play_basketball_with_kid,-340.8755,160.92969,-37.083576,43.10423,-11.489262
303,0.0313484,2576.7162303471223,0.044210231050531915,play_basketball_with_kid,-282.74612,156.22185,-40.444267,44.502087,-10.736699
304,0.10305318,2095.677007862031,0.03356673869680851,play_basketball_with_kid,-189.29726,172.95558,-33.694878,44.18177,-11.12815
305,0.104136616,2315.748172882067,0.03179542054521277,play_basketball_with_kid,-185.16933,161.72461,-31.115574,44.54581,-8.682629
306,0.10341297,2305.851043956481,0.03089158078457447,play_basketball_with_kid,-197.39723,161.39406,-31.460386,45.526196,-11.116582
307,0.09523869,2354.210769094369,0.03488094248670213,play_basketball_with_kid,-198.0828,156.24199,-26.382689,41.813206,-5.1944747
308,0.070520446,2263.36923628858,0.04536340591755319,play_basketball_with_kid,-208.8382,169.6198,-33.945354,14.764124,-16.239595
309,0.12746306,2184.4901274120907,0.034356299867021274,play_basketball_with_kid,-177.97237,170.57553,-37.961895,42.75425,-11.301262
310,0.06926574,2418.622131465203,0.038137882313829786,play_basketball_with_kid,-231.72394,154.66139,-27.979485,35.59121,-4.8487287
311,0.11732273,2114.8468228417996,0.02957737699468085,play_basketball_with_kid,-179.9486,166.11928,-29.494171,36.512936,-5.135961
312,0.19255999,1836.283690637081,0.027156748670212765,play_basketball_with_kid,-168.52007,171.3786,-19.494574,20.222324,-7.981444
313,0.10039781,1714.7181208597724,0.027561918218085107,play_basketball_with_kid,-247.3174,182.42241,-19.938427,23.238785,-7.6438837
314,0.056619573,2098.4872484983757,0.032288896276595744,play_basketball_with_kid,-270.6624,167.79445,-25.58194,35.0476,-3.6612406
315,0.12720491,1723.082862277303,0.03216942320478723,play_basketball_with_kid,-211.92137,187.84209,-23.726149,21.162304,-9.896497
316,0.109128594,1851.5725175342272,0.03223175698138298,play_basketball_with_kid,-214.14546,182.15411,-28.330866,25.056986,-10.267066
317,0.06862803,1933.6635142420005,0.035047165890957445,play_basketball_with_kid,-243.19188,174.23244,-22.785973,18.887775,0.6280397
318,0.08982992,2012.440648975766,0.03230447972074468,play_basketball_with_kid,-213.14038,176.02937,-33.676033,38.89239,-6.4749575
319,0.10259896,1937.0779753437234,0.036023728390957445,play_basketball_with_kid,-195.94061,180.37444,-33.74749,30.593464,-6.1010056
320,0.10944824,2109.8492451104808,0.03733793218085106,play_basketball_with_kid,-199.25758,173.33978,-23.990444,30.67823,-9.274728
321,0.09450497,1629.6761733967912,0.030948720079787235,play_basketball_with_kid,-225.82565,196.06929,-19.259851,15.800913,-5.4232197
322,0.11967446,2062.4291866242365,0.03626267453457447,play_basketball_with_kid,-181.68976,173.8953,-28.06536,34.77967,-7.3266635
323,0.07796082,2190.887585894859,0.037041846742021274,play_basketball_with_kid,-209.3669,164.39532,-28.996315,34.995644,-3.2785888
324,0.12175186,2112.8431685111414,0.03942091921542553,play_basketball_with_kid,-179.51727,169.89041,-29.22071,32.602013,-2.5044162
325,0.09831479,1928.9915058638178,0.03376932347074468,play_basketball_with_kid,-203.44072,181.50714,-37.464912,34.54464,-4.007837
326,0.1257568,2492.1071022983965,0.04310900099734043,play_basketball_with_kid,-161.21411,160.3923,-36.799404,52.46436,-11.510501
327,0.1473603,2209.0219784649134,0.03026824301861702,play_basketball_with_kid,-170.497,156.7122,-17.90069,40.665806,-5.085932
328,0.081967905,2361.350228126325,0.034475772938829786,play_basketball_with_kid,-231.13132,154.59299,-30.943094,42.963657,-3.0695777
329,0.023108102,2294.0023489027453,0.03564453125,play_basketball_with_kid,-328.50827,160.93596,-34.44716,37.29163,-3.9047825
330,0.04085225,2127.798464724633,0.03283951130319149,play_basketball_with_kid,-287.50565,165.14394,-22.47631,23.094341,-4.8016744
331,0.12310002,1861.8556847352895,0.037789852061170214,play_basketball_with_kid,-216.23843,178.30734,-21.116524,11.468093,-11.458917
332,0.118377574,1901.5536804145097,0.03573283743351064,play_basketball_with_kid,-202.9235,181.49397,-31.577063,15.065623,-9.809882
333,0.11322908,1906.9009057403516,0.029572182513297872,play_basketball_with_kid,-224.98468,170.85945,-24.321928,16.850544,-3.4688897
334,0.13072622,1727.3931464208122,0.03279795545212766,play_basketball_with_kid,-199.52693,187.64122,-26.321848,20.264822,-14.011833
335,0.06804623,2072.508092902403,0.03157205784574468,play_basketball_with_kid,-230.55807,166.76614,-26.714159,39.520477,-3.346695
336,0.17414692,1569.4513207930343,0.033582322140957445,play_basketball_with_kid,-197.53876,196.2867,-25.459227,11.702235,-12.188545
337,0.088776514,1982.145625017522,0.03135388962765957,play_basketball_with_kid,-216.16687,173.63425,-31.035933,29.401632,-0.486035
338,0.059177667,2161.739901441271,0.036470453789893616,play_basketball_with_kid,-237.99191,164.14279,-34.648335,28.410822,0.45009637
339,0.10009663,1912.8597838962355,0.03181619847074468,play_basketball_with_kid,-211.52292,175.17958,-30.780365,27.866966,-6.0703216
340,0.13333249,2759.420653294821,0.053274601063829786,play_basketball_with_kid,-128.99495,161.55147,-46.568077,51.599754,-18.517498
341,0.08609049,2408.212606252641,0.036553565492021274,play_basketball_with_kid,-199.96915,157.12585,-34.59988,44.075813,-6.2430387
342,0.070310175,2238.3216901758533,0.031494140625,play_basketball_with_kid,-233.49559,159.29503,-28.813263,42.005787,-0.30969566
343,0.1772787,2107.7532976042176,0.036673038563829786,play_basketball_with_kid,-165.69022,171.37944,-30.551779,29.60809,-10.6063795
344,0.058702484,2214.084952400593,0.029847490026595744,play_basketball_with_kid,-261.48892,155.31012,-30.359812,40.278202,-1.8038156
345,0.17325787,1911.988255453566,0.03043966090425532,play_basketball_with_kid,-169.44078,181.07828,-23.00953,34.89729,-9.774246
346,0.14191538,1944.653653888879,0.022897273936170214,play_basketball_with_kid,-194.64122,164.85182,-13.8393955,42.74467,-5.9316664
347,0.118550785,2027.6431742302275,0.028424202127659573,play_basketball_with_kid,-206.12466,159.81714,-17.180777,38.515125,0.44067642
348,0.12372364,1848.507768882603,0.02079350897606383,play_basketball_with_kid,-220.54973,166.49503,-11.178315,40.750683,-2.2832177
349,0.13080348,1783.8574595412636,0.02269988364361702,play_basketball_with_kid,-215.64923,169.17902,-12.643516,42.334602,-1.4584057
350,0.08475845,2009.7414527872984,0.02799306017287234,play_basketball_with_kid,-262.01526,154.62521,-20.791348,36.155037,1.9831399
351,0.09830727,2110.6958936376095,0.03015396442819149,play_basketball_with_kid,-266.47067,145.58846,-6.6115813,22.068007,5.461266
352,0.042406477,1848.4588404880908,0.036569148936170214,play_basketball_with_kid,-302.679,187.09477,-38.598183,17.67851,-7.2794003
353,0.035602175,1875.0007832283077,0.03196683843085106,play_basketball_with_kid,-334.42294,172.74692,-19.43544,26.60483,-7.615295
354,0.029426588,2092.2788183838675,0.03197722739361702,play_basketball_with_kid,-325.2157,171.9118,-31.288307,35.001865,-6.41968
355,0.026930232,2096.605066435991,0.0314681682180851,play_basketball_with_kid,-326.32312,165.5427,-25.67811,28.888006,-1.4822968
356,0.13957782,1755.7570101596248,0.025156873337765957,play_basketball_with_kid,-207.01682,169.43935,-11.060905,22.59251,-0.86669624
357,0.13410501,1890.3615264585735,0.02161423703457447,play_basketball_with_kid,-199.70328,163.22026,-14.2546215,40.734722,0.00048493323
358,0.07605196,2079.2271088198554,0.0310785821143617,play_basketball_with_kid,-252.23064,157.32553,-17.804335,32.19316,-0.43981507
359,0.038957015,2187.5176553751794,0.02958257147606383,play_basketball_with_kid,-303.94183,154.27138,-25.13812,38.784695,1.5496616
360,0.02553705,2294.1888410561023,0.03950403091755319,play_basketball_with_kid,-313.94116,157.2959,-25.217197,32.183918,-2.5299797
361,0.067402944,2105.957299359044,0.03121363863031915,play_basketball_with_kid,-279.95752,157.84349,-20.110346,23.046288,8.517695
362,0.1612988,2352.4891531203893,0.043264835438829786,play_basketball_with_kid,-157.8209,162.70805,-23.934414,50.13219,-13.062417
363,0.11585367,1976.8089868895759,0.026060713098404256,play_basketball_with_kid,-209.33157,160.74722,-17.641897,37.360535,-1.2405022
364,0.105524644,2420.7834808084012,0.036932762632978726,play_basketball_with_kid,-214.50151,152.48045,-22.878859,47.21994,-7.775904
365,0.06254934,2368.5388692993033,0.03824696642287234,play_basketball_with_kid,-244.24892,157.64764,-23.294338,43.84988,-13.175459
366,0.045920305,2242.5502155126683,0.038350856050531915,play_basketball_with_kid,-288.2021,154.4508,-15.4641905,23.822237,-3.4257991
367,0.03074223,2266.42989649292,0.04140001662234043,play_basketball_with_kid,-300.48172,164.69719,-33.789196,29.209558,-7.1897492
368,0.12041347,1945.5443006313365,0.025058178191489363,play_basketball_with_kid,-200.79126,162.13857,-19.487787,34.523937,-0.19913754
369,0.09318548,2212.752387607948,0.03269926030585106,play_basketball_with_kid,-226.88757,152.22798,-18.325773,36.715836,-1.7233061
370,0.09043957,1880.4152130986504,0.03234084109042553,play_basketball_with_kid,-226.53308,177.99657,-31.38849,13.605623,-12.12523
371,0.07490858,1985.8904108145025,0.022362242353723406,play_basketball_with_kid,-256.80576,160.94064,-18.447052,34.889507,-2.9600992
372,0.06100545,2101.1663556468166,0.0282475897606383,play_basketball_with_kid,-264.19897,159.74188,-22.600222,35.866898,-2.2573416
373,0.0655179,2258.276739474482,0.02991501828457447,play_basketball_with_kid,-253.92967,155.92146,-26.365551,42.986504,-3.1195123
374,0.11692947,2399.9231783285477,0.03817424368351064,play_basketball_with_kid,-189.61006,153.83324,-27.671923,47.72712,-4.310094
375,0.21366325,2966.7552141188853,0.07136178523936171,play_basketball_with_kid,-87.277,159.06656,-49.62565,49.34378,-27.30275
376,0.07019432,2252.8688951022705,0.0403559258643617,play_basketball_with_kid,-240.15344,157.0288,-38.742195,30.218225,3.3937604
377,0.16841395,1830.491979191317,0.04253760804521277,play_basketball_with_kid,-190.00609,191.1184,-53.83959,14.222545,-11.565266
378,0.13736117,1902.1340795934464,0.026621717087765957,play_basketball_with_kid,-192.8072,173.12975,-21.695902,38.336903,-6.408304
379,0.14532542,1902.1023473637651,0.025401013962765957,play_basketball_with_kid,-186.81493,169.44336,-16.855965,41.194973,-3.4504042
380,0.07661796,2012.7456212849424,0.029037150930851064,play_basketball_with_kid,-252.39806,156.84113,-16.026817,30.71951,4.077555
381,0.08185926,1954.5284942271385,0.023982920545212765,play_basketball_with_kid,-251.4372,155.5595,-15.568481,28.846786,6.071002
382,0.09259017,1746.7012663427035,0.022855718085106384,play_basketball_with_kid,-244.27518,167.02129,-14.765396,29.222248,1.501907
383,0.15220518,2053.5292336189436,0.02677235704787234,play_basketball_with_kid,-169.51309,168.84692,-24.860344,46.4584,-6.2348113
384,0.11929877,2551.2437855358007,0.043389502992021274,play_basketball_with_kid,-180.32721,156.48795,-29.299664,43.584812,-12.563789
385,0.13415945,1901.4465033755891,0.026221742021276594,play_basketball_with_kid,-195.416,172.98686,-18.891249,44.958786,-6.2681394
386,0.14606698,1811.110582872399,0.021437624667553192,play_basketball_with_kid,-201.03127,169.87483,-13.909886,35.42447,-2.6372867
387,0.0712291,2050.5942673221057,0.02307908078457447,play_basketball_with_kid,-267.97766,150.8024,-6.7258673,32.632862,1.9505715
388,0.045442134,2113.854499974458,0.02615940824468085,play_basketball_with_kid,-305.1369,151.0093,-15.679315,31.17815,1.8131628
389,0.039146185,2285.2206980961464,0.033582322140957445,play_basketball_with_kid,-294.01868,158.99449,-22.979902,38.426098,-8.5096
390,0.070150055,1918.6479434479133,0.02303233045212766,play_basketball_with_kid,-261.4009,158.03334,-3.6783457,22.315525,2.5579634
391,0.13577522,1755.163471494579,0.03578478224734043,play_basketball_with_kid,-217.72041,182.27463,-32.7394,14.781096,0.84981763
392,0.07282208,1820.36611287067,0.02891767785904255,play_basketball_with_kid,-249.60942,176.3576,-20.409681,24.37195,-7.579089
393,0.055845417,2219.9516747770817,0.034460189494680854,play_basketball_with_kid,-244.69743,162.08417,-25.401487,34.28813,-7.0580144
394,0.08451459,2247.358390001468,0.02681910738031915,play_basketball_with_kid,-213.85397,161.39488,-29.806007,39.129375,-8.66241
395,0.09451217,2267.8728390717574,0.034273188164893616,play_basketball_with_kid,-213.49611,158.84308,-24.035564,28.991928,-3.3240323
