seconds_elapsed,rms,spectral_centroid,zcr,activity,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5
545,0.09236824,1803.0987770070788,0.02046625664893617,play_basketball_with_kid,-245.63972,157.24585,-4.010779,31.040634,1.8037378
546,0.037009664,1905.5535446987947,0.028060588430851064,play_basketball_with_kid,-330.71533,158.92274,-13.062808,18.632732,2.1198242
547,0.1063463,1858.5890368700595,0.029598154920212765,play_basketball_with_kid,-217.16618,179.15506,-23.566875,29.756893,-6.261994
548,0.09380438,1892.6673926805333,0.025811377992021278,play_basketball_with_kid,-245.5177,162.31798,-9.928171,30.137733,-7.870394
549,0.03631592,1950.930298427363,0.02062728557180851,play_basketball_with_kid,-319.34494,164.9782,-22.998411,41.324844,-1.5849003
550,0.047929887,2030.1503504481873,0.030813663563829786,play_basketball_with_kid,-277.94974,167.80988,-26.459106,39.33846,-6.124458
551,0.054956563,2113.7251677476056,0.028611203457446808,play_basketball_with_kid,-268.86172,162.96837,-24.633863,42.030952,-4.883082
552,0.057618674,2271.82484179658,0.03197722739361702,play_basketball_with_kid,-239.3642,159.82503,-27.856928,32.55315,-5.8416295
553,0.116204314,2522.2462407153407,0.044054396609042555,play_basketball_with_kid,-177.26245,156.48189,-39.293633,46.688652,-4.5528774
554,0.10530835,2343.612888599046,0.05056827626329787,play_basketball_with_kid,-191.91861,171.21465,-47.227974,25.099688,-8.591769
555,0.09802759,1847.9547266802738,0.03465238530585106,play_basketball_with_kid,-221.8114,179.61855,-25.037962,19.936934,-7.0018992
556,0.08392856,2099.9929132895472,0.038278133311170214,play_basketball_with_kid,-223.67279,176.98087,-25.05923,21.965054,-13.243099
557,0.2087666,1851.3217808939748,0.04074031748670213,play_basketball_with_kid,-149.49065,185.02931,-34.55862,9.514827,-16.530794
558,0.16264991,2645.1047576980545,0.04100004155585106,play_basketball_with_kid,-135.92229,154.79533,-27.454563,47.86796,-16.250147
559,0.10787807,1945.7833032677108,0.022523271276595744,play_basketball_with_kid,-223.85126,164.20416,-15.016921,42.115517,-4.1667137
560,0.09810346,2127.9788884558616,0.02828395113031915,play_basketball_with_kid,-218.70398,152.65094,-16.797081,39.575356,1.879724
561,0.12460871,1762.5650013890333,0.02185837765957447,play_basketball_with_kid,-214.94789,169.946,-14.927058,38.962074,-1.9997295
562,0.09077647,1698.0995647791192,0.0193598321143617,play_basketball_with_kid,-260.95355,158.70213,1.0250362,33.661354,8.578485
563,0.09424582,1871.3841468689009,0.022471326462765957,play_basketball_with_kid,-249.6407,157.01439,-2.2264519,38.106884,1.6839272
564,0.06929815,1867.650163305161,0.023203748337765957,play_basketball_with_kid,-281.47705,154.58568,-12.864286,33.815174,4.01453
565,0.02517722,1975.8089126572602,0.02241938164893617,play_basketball_with_kid,-352.66925,161.15251,-17.813692,34.596622,-4.834742
566,0.07260328,1824.0095991362457,0.026943774933510637,play_basketball_with_kid,-275.28323,168.99881,-18.355175,25.824705,3.8083963
567,0.05252044,2103.3356448889676,0.02604512965425532,play_basketball_with_kid,-271.90256,158.25272,-23.469915,38.688366,-2.6526246
568,0.066473715,2174.37073642813,0.029494265292553192,play_basketball_with_kid,-237.51329,166.97,-25.662437,34.956112,-8.863734
569,0.059243683,2270.54080431991,0.032938206449468085,play_basketball_with_kid,-246.6976,164.5267,-25.803123,35.773636,-7.774807
570,0.11879232,2143.5304647833345,0.03425760472074468,play_basketball_with_kid,-196.2211,159.28175,-22.582764,30.390167,-0.76118857
571,0.072513245,2276.564966372439,0.03820021609042553,play_basketball_with_kid,-236.83504,153.99503,-25.888922,27.563871,0.33733392
572,0.060499806,2571.4889049078347,0.048828125,play_basketball_with_kid,-229.69939,152.6245,-31.996357,33.270164,-3.5929685
573,0.16765578,1685.5821523185605,0.035909449800531915,play_basketball_with_kid,-208.02406,194.02641,-31.19456,10.7895155,-5.9001894
574,0.21216756,2533.4310452750137,0.041924659242021274,play_basketball_with_kid,-116.48261,163.53123,-31.676882,53.13794,-16.64501
575,0.10597025,2821.372224261169,0.04855281748670213,play_basketball_with_kid,-176.68915,142.98566,-26.96745,47.818302,-11.585651
576,0.13863827,2199.3010663240984,0.035223778257978726,play_basketball_with_kid,-178.99252,171.92192,-32.52038,39.717236,-16.495846
577,0.13459219,1606.7031481093618,0.030169547872340427,play_basketball_with_kid,-228.90533,170.06175,-13.565183,6.500566,-0.66012084
578,0.05015229,1872.0739941150773,0.026336020611702128,play_basketball_with_kid,-277.33987,179.15997,-24.001896,34.69666,-6.6412706
579,0.071967244,2083.189497206443,0.028273562167553192,play_basketball_with_kid,-236.0518,168.06491,-23.314964,36.738052,-7.352783
580,0.110870615,1570.4454278268488,0.03275639960106383,play_basketball_with_kid,-192.289,199.20256,-11.686472,11.637127,-32.9327
581,0.077837974,1676.383568066615,0.03246031416223404,play_basketball_with_kid,-218.43768,202.12404,-22.780077,18.997583,-35.86959
582,0.2175239,1743.5314940987146,0.03674576130319149,play_basketball_with_kid,-176.71451,184.56766,-36.782135,11.284219,-1.4890603
583,0.051418923,2262.7705275429375,0.03469913563829787,play_basketball_with_kid,-254.68553,165.71902,-32.553246,36.748665,-12.639556
584,0.10361668,2477.8936158695255,0.04138962765957447,play_basketball_with_kid,-185.07558,157.79703,-34.232098,42.39806,-8.317817
585,0.050141815,2376.4612430285983,0.035623753324468085,play_basketball_with_kid,-244.88039,161.32664,-31.00878,35.917088,-11.235387
586,0.07999002,2225.033257359691,0.038262549867021274,play_basketball_with_kid,-229.52245,163.76424,-28.760384,27.816486,0.34396023
587,0.046595644,2251.167228136861,0.04223113364361702,play_basketball_with_kid,-264.43652,164.71693,-29.165966,24.002598,-4.080524
588,0.055594854,2246.5553635331285,0.039083277925531915,play_basketball_with_kid,-248.67625,161.32262,-26.691422,25.290874,-3.2039464
589,0.07282219,2369.638655860942,0.0380859375,play_basketball_with_kid,-233.23637,152.26114,-28.13764,40.35317,-3.3630383
590,0.12627569,2380.6368573350487,0.034387466755319146,play_basketball_with_kid,-176.94221,154.80946,-20.78737,36.466736,-4.639411
591,0.06559786,2618.5982841519435,0.0369639295212766,play_basketball_with_kid,-224.57848,157.6106,-37.549393,46.316418,-18.453867
592,0.10632849,1947.0063682718946,0.02693858045212766,play_basketball_with_kid,-208.5466,172.80513,-21.807472,41.20921,-5.963969
593,0.066987336,1958.0802014869987,0.02525556848404255,play_basketball_with_kid,-252.67677,172.9957,-19.031374,38.091957,-6.461122
594,0.07511956,2127.219138233632,0.03038252160904255,play_basketball_with_kid,-225.44354,167.09776,-27.567194,40.254665,-6.8131056
595,0.10016599,1916.155236769306,0.029769572805851064,play_basketball_with_kid,-218.3744,175.80878,-29.253397,38.93389,0.2679267
596,0.03540395,2088.7571996591428,0.03527052859042553,play_basketball_with_kid,-274.82162,159.20856,-20.715929,18.157005,7.0258927
597,0.10954444,1807.6462160384158,0.03663148271276596,play_basketball_with_kid,-227.6096,174.71478,-19.964819,7.665213,3.5149045
598,0.16672483,2106.7165551574826,0.04627244015957447,play_basketball_with_kid,-202.82129,171.02348,-39.54248,10.5249605,-5.9117413
599,0.052676674,2012.4452773071698,0.03175386469414894,play_basketball_with_kid,-268.88657,167.33643,-23.80875,33.26051,-2.252928
600,0.13552257,2154.207337562402,0.029961768617021278,play_basketball_with_kid,-178.24878,160.53764,-19.811432,36.366657,-3.3556895
601,0.16650926,1974.7474236430346,0.025115317486702128,play_basketball_with_kid,-174.06224,173.1608,-20.448195,39.19063,-13.7592125
602,0.07669253,2070.785347763239,0.030548745013297872,play_basketball_with_kid,-243.32423,161.82591,-19.89334,26.501379,-4.4940114
603,0.052487887,2135.3841426955673,0.021635014960106384,play_basketball_with_kid,-277.97437,159.69647,-23.397625,32.45953,-4.9438343
604,0.07994107,2058.2163762161745,0.03268367686170213,play_basketball_with_kid,-229.28033,170.9935,-28.271095,33.17302,-4.653789
605,0.050643496,2489.3059358058745,0.04104679188829787,play_basketball_with_kid,-239.2739,161.68933,-38.616444,40.979553,-11.119216
606,0.063578725,2031.5720288236157,0.024673786569148936,play_basketball_with_kid,-248.02501,164.42186,-22.74047,32.07405,-3.254566
607,0.0643836,2107.59477926246,0.026548994348404256,play_basketball_with_kid,-242.80783,161.80536,-24.488466,34.717995,-2.6644316
608,0.06411598,2193.409258475705,0.03300054022606383,play_basketball_with_kid,-238.73672,163.12907,-26.693605,31.70658,-1.9011151
609,0.0496753,2484.6862253288373,0.044625789561170214,play_basketball_with_kid,-241.78833,156.42194,-28.300194,31.905037,-1.6180062
610,0.12366698,2315.1948655468036,0.028959233710106384,play_basketball_with_kid,-178.59915,162.0396,-29.245539,50.055496,-10.751402
611,0.16355811,2218.2149123143176,0.029592960438829786,play_basketball_with_kid,-153.01178,159.3483,-24.687696,38.293934,-7.3307605
612,0.11625235,2208.736754035214,0.030008518949468085,play_basketball_with_kid,-205.41603,161.51772,-23.363897,42.628853,-6.2769485
613,0.11468217,2204.3711756085536,0.03295378989361702,play_basketball_with_kid,-202.91856,157.34515,-16.583849,41.842583,-7.7224965
614,0.08783318,1908.907240721084,0.019188414228723406,play_basketball_with_kid,-254.30647,152.04251,-9.408943,36.861755,5.488482
615,0.050022382,2096.942928611094,0.0269281914893617,play_basketball_with_kid,-324.77072,147.52222,-10.805016,33.47063,10.351251
616,0.090590216,2564.2147715851183,0.03990920046542553,play_basketball_with_kid,-214.71439,153.38911,-26.85401,48.823574,-14.205553
617,0.09776217,2462.812893236458,0.039732588098404256,play_basketball_with_kid,-207.36177,154.00142,-25.953138,50.41909,-10.748222
618,0.12987466,1824.04045824353,0.020164976728723406,play_basketball_with_kid,-219.11823,169.66571,-12.985442,43.993553,-7.8298793
619,0.113207,1705.6486975345392,0.023832280585106384,play_basketball_with_kid,-227.61864,174.87935,-9.522515,35.04146,-7.8655114
620,0.11500882,1940.7628860720731,0.02656977227393617,play_basketball_with_kid,-223.6605,163.88145,-15.379075,41.028786,-5.514207
621,0.07545386,1958.2239472089832,0.02380630817819149,play_basketball_with_kid,-269.4872,147.095,-5.7189307,28.2919,7.8906426
622,0.04373946,2015.897061645283,0.022611577460106384,play_basketball_with_kid,-327.219,146.3205,-9.484048,27.269173,8.977714
623,0.043339532,1896.1245456938682,0.021832405252659573,play_basketball_with_kid,-318.74414,152.64009,-10.094298,33.330357,5.8760753
624,0.057518072,1832.732594029839,0.017323595412234043,play_basketball_with_kid,-297.92966,159.48735,-16.774815,40.998627,-1.6432778
625,0.06529243,2040.7296374591308,0.023369971742021278,play_basketball_with_kid,-265.7956,157.63179,-22.18836,39.204716,0.8729308
626,0.073135145,2170.662351630544,0.030782496675531915,play_basketball_with_kid,-247.06987,154.93828,-26.654497,40.243126,-0.1290508
627,0.05862205,2195.4514736668502,0.029935796210106384,play_basketball_with_kid,-267.8525,156.09772,-19.89193,32.571815,-2.5083947
628,0.07945987,1867.1499782496387,0.02916181848404255,play_basketball_with_kid,-249.13666,172.07834,-23.916618,28.497578,-3.219084
629,0.093550704,1898.390367541012,0.029348819813829786,play_basketball_with_kid,-222.13573,170.68367,-20.384789,25.936562,0.06590186
630,0.18850422,2244.4480439201006,0.039831283244680854,play_basketball_with_kid,-158.12033,167.04517,-26.959642,37.00796,-14.29167
631,0.08396475,2132.5334806250753,0.032621343085106384,play_basketball_with_kid,-222.80835,168.01675,-39.709404,41.081684,-3.724857
632,0.14635475,2992.4617956346365,0.0590560588430851,play_basketball_with_kid,-146.7449,143.52798,-34.81973,44.21739,-17.645443
633,0.08481924,2220.3493691517506,0.030377327127659573,play_basketball_with_kid,-221.6926,155.85394,-26.286608,36.222897,-3.312628
634,0.14113711,1821.2407550175021,0.03553025265957447,play_basketball_with_kid,-181.5761,186.39401,-33.974144,19.318886,-14.036573
635,0.060923547,1839.2542446253688,0.033384931848404256,play_basketball_with_kid,-244.86093,185.2242,-29.527473,19.954473,-8.459637
636,0.07358069,2141.8557939099683,0.03207072805851064,play_basketball_with_kid,-241.40533,155.76088,-13.467924,28.725006,0.55974334
637,0.16782898,1713.5244829857538,0.03366023936170213,play_basketball_with_kid,-202.01556,177.98494,-22.368906,12.895995,-10.432013
638,0.09013481,2089.223295646205,0.041955826130319146,play_basketball_with_kid,-191.9915,186.21011,-42.24756,34.742077,-19.66878
639,0.15529338,2095.307870854015,0.036600315824468085,play_basketball_with_kid,-162.69118,176.32185,-36.68992,42.42416,-17.769434
640,0.092882656,2194.0382680289954,0.03197203291223404,play_basketball_with_kid,-216.31093,157.47003,-23.132757,37.81803,-1.4524044
641,0.12142628,2029.3961606842668,0.030013713430851064,play_basketball_with_kid,-204.051,162.92772,-20.606678,37.84641,-0.9787964
642,0.07753785,1842.5286504732373,0.022933635305851064,play_basketball_with_kid,-254.8959,164.37103,-13.763443,29.913946,6.6803446
643,0.063469574,1865.4517057479566,0.028460563497340427,play_basketball_with_kid,-266.6846,166.23555,-14.711735,24.693165,3.4895668
644,0.08068013,2141.813232643909,0.032958984375,play_basketball_with_kid,-227.46698,160.60588,-25.081724,28.227886,2.3938944
645,0.102940954,1971.5958761307684,0.02869431515957447,play_basketball_with_kid,-225.59155,163.08357,-21.101051,25.987112,0.95212215
646,0.10744384,2221.8631240205996,0.031317528257978726,play_basketball_with_kid,-208.31424,151.92062,-24.942045,40.611195,-1.4359738
647,0.093010716,2258.4015247256734,0.03324987533244681,play_basketball_with_kid,-220.21138,155.1674,-24.751215,36.608288,-0.2355962
648,0.08125732,1956.2281337197405,0.030330576795212765,play_basketball_with_kid,-241.05777,161.16345,-14.316443,29.586363,-3.5541644
649,0.12185831,2389.5464293922614,0.0400390625,play_basketball_with_kid,-188.49115,158.36682,-27.381987,39.65914,-13.866172
650,0.1367793,1980.5247127453988,0.02888651097074468,play_basketball_with_kid,-185.25722,171.0502,-23.492785,38.298336,-6.4404745
651,0.09565089,1832.5016030286986,0.03178503158244681,play_basketball_with_kid,-217.61392,176.54941,-17.796608,23.27305,-4.5794992
652,0.08744781,1931.911557931429,0.03844955119680851,play_basketball_with_kid,-214.03268,183.2311,-37.959084,12.500452,-13.215927
653,0.09532625,2013.8153062695458,0.03692237367021277,play_basketball_with_kid,-211.67757,175.2423,-34.286945,25.815207,-11.785121
654,0.13371281,1851.042583823583,0.043566115359042555,play_basketball_with_kid,-183.81375,189.37167,-44.88119,7.0406313,-22.02233
655,0.13236216,1922.1211617133195,0.035696476063829786,play_basketball_with_kid,-190.80148,166.57425,-20.77516,6.5110407,-2.8500726
656,0.112861894,2423.8397857583695,0.04751911569148936,play_basketball_with_kid,-188.34442,153.6135,-21.686207,21.5053,-7.548641
657,0.13094567,1980.483539410198,0.027494389960106384,play_basketball_with_kid,-187.35088,163.39293,-19.1223,23.250929,-8.013777
658,0.03906209,2203.8414898879005,0.036828873005319146,play_basketball_with_kid,-272.78238,163.69572,-32.499065,26.85668,-6.887045
659,0.06299733,1956.233330494976,0.03574842087765957,play_basketball_with_kid,-246.31055,185.2701,-42.015263,27.759235,-21.447166
660,0.07188862,2029.3769560872972,0.03684965093085106,play_basketball_with_kid,-218.4379,174.60403,-31.389154,16.12281,-10.261183
661,0.05501175,2112.6189702290553,0.04517640458776596,play_basketball_with_kid,-222.44377,188.55232,-48.525166,27.11684,-22.664557
662,0.11866811,2087.817215027973,0.04150390625,play_basketball_with_kid,-179.5576,173.76506,-42.524532,23.52965,-8.544318
663,0.084602624,1890.174274983807,0.04096887466755319,play_basketball_with_kid,-204.225,200.07256,-46.07946,14.644595,-24.084429
664,0.07526068,1782.5193702208833,0.03441343916223404,play_basketball_with_kid,-232.46312,187.30014,-27.609467,15.011194,-7.3006463
665,0.1899032,1881.0436563409382,0.037561294880319146,play_basketball_with_kid,-168.14006,180.95567,-35.924908,18.172102,-10.137712
666,0.09627445,1975.4857668425695,0.026865857712765957,play_basketball_with_kid,-213.0423,165.72298,-19.988844,30.899387,-5.1520767
667,0.15477116,1931.4806339448485,0.03931702958776596,play_basketball_with_kid,-178.92404,178.46385,-35.339622,15.063247,-12.3548975
668,0.08190899,1849.6423385643163,0.03169672539893617,play_basketball_with_kid,-233.66212,173.15186,-18.29746,27.078556,-6.184852
669,0.12101967,2141.115362085577,0.03516144448138298,play_basketball_with_kid,-197.64041,164.14713,-30.835247,34.284046,-4.7512894
670,0.083119765,2565.825288281755,0.04679708277925532,play_basketball_with_kid,-214.22029,161.25478,-32.04586,46.22809,-20.01896
671,0.045971826,2013.307320512341,0.02986307347074468,play_basketball_with_kid,-273.72717,166.26643,-20.913666,32.298206,-5.7197146
672,0.10358246,2055.3535991988697,0.02844498005319149,play_basketball_with_kid,-196.89224,166.62434,-19.469988,39.31518,-4.9452424
673,0.09962264,2027.762318979541,0.02623213098404255,play_basketball_with_kid,-211.76941,166.05678,-18.137165,35.452736,-5.116797
674,0.13271847,2000.4661160157564,0.028876122007978722,play_basketball_with_kid,-187.25792,171.96371,-21.958275,35.210003,-8.543255
675,0.07760796,1963.4298534889233,0.030564328457446808,play_basketball_with_kid,-256.20615,166.19814,-23.574863,33.19245,3.3507018
676,0.09555797,1845.578856671379,0.031104554521276594,play_basketball_with_kid,-254.83858,173.55229,-24.998447,17.245028,-1.9394759
677,0.07508239,1889.426906597496,0.03824696642287234,play_basketball_with_kid,-273.6187,171.33473,-25.198172,4.625918,1.3679755
678,0.10321359,1710.1743441747394,0.03873005319148936,play_basketball_with_kid,-246.0158,190.7041,-36.631054,4.9184594,9.954838
679,0.13147108,1807.551080078603,0.032044755651595744,play_basketball_with_kid,-189.70808,184.02664,-24.156696,22.015818,-6.2928867
680,0.17580475,1758.3322276590973,0.03002410239361702,play_basketball_with_kid,-166.51857,183.4686,-22.164858,25.18589,-11.132429
681,0.22107297,1770.935107359754,0.033914768949468085,play_basketball_with_kid,-169.32358,180.49086,-34.93359,17.39845,7.0932055
682,0.17113389,1857.682659660069,0.03796126994680851,play_basketball_with_kid,-167.57275,180.54077,-29.33828,15.423371,2.5349824
683,0.23698872,2098.096798369155,0.0400130900930851,play_basketball_with_kid,-152.7447,164.02394,-36.514107,17.846958,-11.342198
684,0.1572041,2677.687856765,0.0607182928856383,play_basketball_with_kid,-185.69708,149.13837,-37.53726,21.716986,-9.811327
685,0.17714882,2266.3833330723382,0.035592586436170214,play_basketball_with_kid,-139.70361,168.8601,-33.023407,40.596497,-15.792302
686,0.13724853,1686.0031564002377,0.02062209109042553,play_basketball_with_kid,-208.54773,177.68028,-18.271835,38.57492,-4.5232477
687,0.14300567,1715.2600562404043,0.027151554188829786,play_basketball_with_kid,-210.19876,173.85892,-12.851543,29.090366,-6.6661034
688,0.07665252,2010.4833842014891,0.02689702460106383,play_basketball_with_kid,-252.43686,151.99803,-1.7210262,25.494465,2.5512185
689,0.07185802,1634.5451359606864,0.027146359707446808,play_basketball_with_kid,-279.0132,171.01456,-14.154409,24.356146,2.2057233
690,0.08369852,1769.2730823027937,0.03079808011968085,play_basketball_with_kid,-258.03238,169.42436,-20.156586,6.9398565,1.6789438
691,0.08421239,1732.4663041732845,0.03255900930851064,play_basketball_with_kid,-243.58437,179.14075,-30.34454,33.23274,-0.103773154
692,0.089595035,1779.7806311958316,0.024154338430851064,play_basketball_with_kid,-246.63562,177.87173,-23.308552,30.01692,-5.862154
693,0.14495878,1764.9099132986669,0.031359084109042555,play_basketball_with_kid,-209.21474,179.87544,-22.982716,21.21823,-6.6200566
694,0.09894189,1875.6903329379154,0.0266840508643617,play_basketball_with_kid,-222.88338,165.0709,-16.328445,27.243073,1.562313
695,0.17385453,1822.4292508292024,0.03793010305851064,play_basketball_with_kid,-192.15962,180.08641,-38.95445,19.857258,-0.9824817
696,0.16508655,1723.2762115295131,0.0354263630319149,play_basketball_with_kid,-201.29262,184.4002,-32.95809,18.60884,-4.569532
697,0.18439507,1816.5881479156715,0.03584711602393617,play_basketball_with_kid,-184.85484,185.50467,-39.50266,19.94474,-7.9347653
698,0.10459112,1634.2506271400903,0.02864756482712766,play_basketball_with_kid,-241.94257,176.56955,-14.9417515,19.052246,2.7391472
699,0.10770046,1653.7914188316938,0.04029878656914894,play_basketball_with_kid,-237.52109,191.86476,-29.953312,-1.6365715,-7.2382812
700,0.19139473,1499.3004924714369,0.029889045877659573,play_basketball_with_kid,-198.90683,189.26062,-17.192804,8.6435175,-1.5309888
701,0.16379666,2068.780265090486,0.03640812001329787,play_basketball_with_kid,-153.85788,170.10568,-30.011732,28.441103,-8.599239
702,0.17502554,1917.9366192511764,0.025478931183510637,play_basketball_with_kid,-167.70941,164.84177,-13.090449,37.52603,-4.2954845
703,0.09102476,1962.558111125292,0.032470703125,play_basketball_with_kid,-245.2088,162.29294,-14.0702505,27.76029,-1.8293978
704,0.045285646,2019.0713554333418,0.025416597406914893,play_basketball_with_kid,-287.4332,161.92143,-23.496767,32.53524,-4.44879
705,0.039102796,2127.924126213165,0.034688746675531915,play_basketball_with_kid,-284.06223,164.64764,-27.951971,30.918974,-7.1991324
706,0.0635616,1831.6251350202963,0.02482442652925532,play_basketball_with_kid,-255.66843,171.54726,-22.383049,24.956179,-3.3475718
707,0.07040623,2005.6404306494042,0.028013838098404256,play_basketball_with_kid,-257.80954,155.54962,-12.592411,22.102129,4.7406106
708,0.038118023,2052.552316816359,0.02437770113031915,play_basketball_with_kid,-310.1867,156.64552,-23.910692,34.500637,-0.85518426
709,0.03579715,2364.97362086503,0.035338056848404256,play_basketball_with_kid,-287.36722,153.22667,-25.741735,34.21046,-5.7425256
710,0.046095453,2259.86003475775,0.0362315076462766,play_basketball_with_kid,-265.3219,163.70079,-30.03805,33.841156,-6.366238
711,0.09205798,2315.194482297777,0.03734832114361702,play_basketball_with_kid,-197.48967,162.5246,-35.156593,40.760777,-5.435409
712,0.08322625,2364.4820106959505,0.03750935006648936,play_basketball_with_kid,-200.25034,166.22762,-41.691143,41.07464,-13.08921
713,0.13613404,1824.9488404116644,0.0381846326462766,play_basketball_with_kid,-187.42175,189.27556,-37.560673,9.239368,-14.983094
714,0.068863526,2112.9956305477726,0.031426612367021274,play_basketball_with_kid,-252.55936,162.05011,-25.007978,30.057396,1.5136988
715,0.059322186,2355.858477841967,0.039171584109042555,play_basketball_with_kid,-241.77322,159.80235,-29.86947,36.74125,-5.9922595
716,0.11534811,2267.933121676829,0.03863135804521277,play_basketball_with_kid,-188.61185,157.95122,-29.914097,39.8103,-0.9614983
717,0.1941188,1864.3875119213458,0.028138505651595744,play_basketball_with_kid,-165.50233,169.24057,-13.381357,33.942646,-2.69146
718,0.14574282,1831.1391418446478,0.03446538397606383,play_basketball_with_kid,-188.0903,183.7149,-25.427944,29.707285,-13.209341
719,0.13821402,1729.9324745218707,0.024476396276595744,play_basketball_with_kid,-217.89624,165.82085,-15.577947,30.619534,5.340837
720,0.101583086,1819.390743757107,0.02860600897606383,play_basketball_with_kid,-228.09195,175.20079,-20.686838,18.653374,-2.2320094
721,0.15165897,1760.8403982898606,0.04089615192819149,play_basketball_with_kid,-203.69621,190.54913,-41.03438,-5.517417,-18.464043
722,0.13095193,1846.7344403082075,0.03661070478723404,play_basketball_with_kid,-223.19421,176.4802,-29.41192,16.064425,-6.0956006
723,0.07735972,1639.6833016099947,0.03535364029255319,play_basketball_with_kid,-225.3213,206.77362,-27.849373,15.091812,-33.399178
724,0.10965843,1442.0784299489123,0.0319564494680851,play_basketball_with_kid,-206.86961,212.95898,-16.589228,8.84698,-37.811806
725,0.10339712,1558.3954257404635,0.03394593583776596,play_basketball_with_kid,-201.70857,217.7522,-29.714298,18.152172,-37.77613
726,0.09410323,1706.7719392967067,0.03575880984042553,play_basketball_with_kid,-196.64017,209.73068,-34.099197,18.816904,-27.153347
727,0.06842314,1839.7299035814488,0.03385243517287234,play_basketball_with_kid,-240.39499,174.60536,-14.1724,12.775133,-0.54625136
728,0.039153222,1934.6426121482928,0.03239278590425532,play_basketball_with_kid,-281.79425,171.66151,-11.935786,15.533376,-7.54787
729,0.026986685,1868.2267113360913,0.03266809341755319,play_basketball_with_kid,-306.54578,192.529,-30.49123,29.319973,-19.72089
730,0.14947766,1597.687994105799,0.034371883311170214,play_basketball_with_kid,-228.8962,183.62688,-25.11109,-4.142098,0.0086299
731,0.1810286,1561.565368323269,0.03461082945478723,play_basketball_with_kid,-211.81317,183.95518,-30.821703,6.617835,3.214674
732,0.1223094,1797.7594100744188,0.033873213098404256,play_basketball_with_kid,-214.06647,177.7273,-23.019798,17.394592,-1.9162302
733,0.07262107,1895.4267727188765,0.03030979886968085,play_basketball_with_kid,-241.59697,176.59377,-27.911413,30.443989,-10.58742
734,0.056884203,1970.6724620380903,0.029541015625,play_basketball_with_kid,-251.32019,173.2681,-20.02335,25.178,-12.155231
735,0.07291286,2027.9972031955208,0.029852684507978722,play_basketball_with_kid,-241.14758,176.23915,-28.412188,33.29678,-12.558916
736,0.206677,1588.7374438236182,0.03689640126329787,play_basketball_with_kid,-192.63695,189.76251,-26.148432,-0.026661782,-15.318969
737,0.1154919,1994.1484985404893,0.03548350232712766,play_basketball_with_kid,-231.86298,163.3531,-16.79002,16.739843,-3.812571
738,0.11933441,1874.9618094985954,0.03341609873670213,play_basketball_with_kid,-241.62276,172.54942,-24.879253,13.433361,-0.7455196
739,0.11262237,1581.7411491682133,0.030585106382978722,play_basketball_with_kid,-231.59953,187.1494,-23.589985,13.808354,1.2392395
740,0.062672675,1713.7954677422651,0.02916701296542553,play_basketball_with_kid,-287.35364,176.32843,-19.785608,19.975674,0.6250951
741,0.04126019,2115.467371033721,0.0345692736037234,play_basketball_with_kid,-277.16327,169.88867,-23.867832,29.098703,-6.4217153
742,0.067152224,2118.290077249776,0.03856902426861702,play_basketball_with_kid,-250.6313,166.14894,-15.343807,25.033766,-4.6356297
743,0.18089963,2086.0157215079134,0.04615296708776596,play_basketball_with_kid,-153.17032,184.23068,-42.907806,23.962408,-8.124961
744,0.14525773,2268.7163275082944,0.03648084275265957,play_basketball_with_kid,-169.92607,163.8321,-21.647715,44.901653,-12.620214
745,0.14192082,1832.7268556129463,0.034423828125,play_basketball_with_kid,-190.3692,178.63501,-33.691803,24.1027,-4.757768
746,0.12629241,1919.8500298908868,0.030252659574468085,play_basketball_with_kid,-199.7661,173.85281,-27.250275,32.494423,-6.798787
747,0.17396264,1747.8926204820127,0.033109624335106384,play_basketball_with_kid,-174.81577,182.18384,-33.13882,21.680632,2.272782
748,0.13976762,1802.5008093256608,0.02818525598404255,play_basketball_with_kid,-198.08162,184.15761,-28.861147,28.389301,-13.096711
749,0.17409173,1855.4831897983333,0.029494265292553192,play_basketball_with_kid,-158.57715,182.52231,-23.988499,33.239265,-13.304551
750,0.091542214,1930.454136535433,0.033296625664893616,play_basketball_with_kid,-227.20047,176.79037,-32.174763,34.32377,-4.3277755
751,0.11436905,1956.3560806219466,0.030616273271276594,play_basketball_with_kid,-214.30257,169.795,-25.700481,29.63021,-4.7857337
752,0.052729033,2079.040768658636,0.027691780252659573,play_basketball_with_kid,-268.9063,161.32372,-21.07329,30.859865,-3.963931
753,0.06214425,1691.2195589795638,0.02876703789893617,play_basketball_with_kid,-282.30353,173.87529,-17.206135,25.222727,6.6798205
754,0.17092218,2177.1688341818212,0.04102601396276596,play_basketball_with_kid,-174.81783,163.61711,-19.641745,35.94549,-10.923465
755,0.1362849,1996.1462262622617,0.02259599401595745,play_basketball_with_kid,-195.43823,166.33841,-19.430136,43.318012,-5.3663673
756,0.07544202,1892.0225789250485,0.031587641289893616,play_basketball_with_kid,-278.87698,164.4314,-12.436547,13.1174555,-4.7473993
757,0.09435702,1813.653965422721,0.028107338763297872,play_basketball_with_kid,-237.49117,173.72365,-24.429695,31.484861,-8.113963
758,0.085157424,1878.2466704629667,0.03406540890957447,play_basketball_with_kid,-243.58667,174.39998,-24.741453,24.793322,-4.495898
